City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Posevnaya,RU,54.3,83.33,41.85,94,29,3.8,scattered clouds
471,Cairns,AU,-16.92,145.77,68.0,77,14,11.41,few clouds
472,Beya,RU,53.05,90.91,43.34,75,55,6.35,broken clouds
473,Buje,HR,45.41,13.66,82.0,61,0,5.82,clear sky
474,Dubovskoye,RU,47.41,42.76,67.44,33,0,6.6,clear sky
475,Honiara,SB,-9.43,159.95,75.2,100,20,4.68,few clouds
476,Aranos,NA,-24.13,19.12,83.62,14,0,9.48,clear sky
477,Salvador,SV,13.83,-88.92,84.2,74,20,5.82,few clouds
478,Nyurba,RU,63.28,118.33,45.23,82,100,5.41,overcast clouds
479,Nortelandia,BR,-14.45,-56.8,106.12,12,46,6.69,scattered clouds
480,Magadan,RU,59.57,150.8,42.03,66,0,10.02,clear sky
481,Jackson,US,42.42,-122.83,57.0,34,0,3.36,clear sky
482,Uvat,RU,59.14,68.9,50.79,86,23,6.76,few clouds
483,Ostrovnoy,RU,68.05,39.51,53.01,75,100,9.15,overcast clouds
484,Pochutla,MX,15.74,-96.47,75.0,96,100,6.91,overcast clouds
485,Dunmore Town,BS,25.5,-76.65,83.57,74,7,11.43,clear sky
486,Igarka,RU,67.47,86.58,48.87,88,100,3.22,light rain
487,Marabba,SD,12.35,32.18,87.01,56,6,6.98,clear sky
488,Tiznit,MA,29.58,-9.5,88.16,25,0,8.72,clear sky
489,Mtwara,TZ,-10.27,40.18,75.94,68,87,12.91,overcast clouds
490,Bitung,ID,1.45,125.18,77.0,94,20,1.12,few clouds
491,Mantua,IT,45.17,10.78,84.99,47,43,1.99,scattered clouds
492,Nizhnevartovsk,RU,60.93,76.55,53.6,93,100,6.8,light rain
493,Alappuzha,IN,9.49,76.33,80.17,84,97,10.0,light rain
494,Victor Harbor,AU,-35.57,138.62,45.0,90,1,7.65,clear sky
495,Changde,CN,29.05,111.68,73.83,88,99,8.75,moderate rain
496,Caravelas,BR,-17.71,-39.25,80.08,55,4,9.46,clear sky
497,Mount Isa,AU,-20.73,139.5,66.2,32,0,3.36,clear sky
498,Realeza,BR,-25.77,-53.53,91.62,33,100,2.8,overcast clouds
499,Zhanakorgan,KZ,43.91,67.25,69.98,22,75,12.59,broken clouds
500,Sterling,US,39.01,-77.43,78.01,86,100,5.26,overcast clouds
501,Sitka,US,57.05,-135.33,53.6,100,90,2.26,overcast clouds
502,Samarai,PG,-10.62,150.67,76.21,78,39,14.5,scattered clouds
503,Kovalevskoye,RU,45.19,40.98,70.11,37,0,6.87,clear sky
504,Kodinsk,RU,58.69,99.18,50.74,92,100,3.67,light rain
505,Fowa,NG,8.92,6.4,77.14,89,100,8.05,light rain
506,Vostok,RU,46.49,135.88,52.65,99,85,2.59,overcast clouds
507,Hermosillo,MX,29.07,-110.97,84.99,70,90,6.93,overcast clouds
508,Nizwa,OM,22.93,57.53,97.56,16,38,5.03,scattered clouds
509,Port Macquarie,AU,-31.43,152.92,57.2,100,90,11.41,overcast clouds
510,Atambua,ID,-9.11,124.89,69.22,86,11,5.03,few clouds
511,San Vicente,AR,-26.62,-54.13,87.55,34,96,6.04,light rain
512,Evensk,RU,61.95,159.23,43.11,62,100,14.09,overcast clouds
513,Vuktyl,RU,63.86,57.31,61.99,73,100,10.2,overcast clouds
514,Madarounfa,NE,13.31,7.16,91.4,59,40,4.7,scattered clouds
515,Xinzhou,CN,38.41,112.73,60.96,50,100,0.34,light rain
516,Savinka,RU,50.08,47.1,63.12,38,57,6.82,broken clouds
517,Ketchikan,US,55.34,-131.65,59.0,100,40,13.87,scattered clouds
518,San Juan,AR,-31.54,-68.54,68.45,35,0,15.5,clear sky
519,Bonavista,CA,48.65,-53.11,64.51,64,58,4.5,broken clouds
520,Yeppoon,AU,-23.13,150.73,62.6,77,0,6.93,clear sky
521,Pangai,TO,-19.8,-174.35,76.82,87,100,25.48,moderate rain
522,Taltal,CL,-25.4,-70.48,65.82,50,13,7.25,few clouds
523,Kongolo,CD,-5.38,27.0,90.57,26,0,4.12,clear sky
524,Mhango,TZ,-3.28,32.85,82.49,27,74,5.77,broken clouds
525,Monrovia,LR,6.3,-10.8,79.27,83,57,13.94,moderate rain
526,Chor,PK,25.52,69.77,91.42,48,32,13.0,scattered clouds
527,Cardston,CA,49.2,-113.3,51.01,87,5,8.05,clear sky
528,Ulaangom,MN,49.98,92.07,49.8,68,100,9.22,overcast clouds
529,Winnemucca,US,40.97,-117.74,37.4,29,1,6.93,clear sky
530,Pangnirtung,CA,66.15,-65.71,41.0,80,75,8.05,shower rain
531,Malumfashi,NG,11.79,7.62,85.03,63,72,6.33,broken clouds
532,Olafsvik,IS,64.89,-23.71,46.76,73,92,12.88,overcast clouds
533,Manado,ID,1.49,124.85,77.0,94,20,1.12,few clouds
534,Dobson,US,36.4,-80.72,73.0,94,100,8.01,overcast clouds
535,Gornyy,RU,55.12,83.91,43.07,96,82,5.57,broken clouds
536,Kushima,JP,31.46,131.23,71.87,85,38,0.54,scattered clouds
537,Arman,RU,59.7,150.17,39.78,71,6,9.69,clear sky
538,Puerto Quijarro,BO,-17.78,-57.77,106.56,14,15,6.69,few clouds
539,Moramanga,MG,-18.93,48.2,59.63,94,28,4.09,scattered clouds
540,Henties Bay,NA,-22.12,14.28,66.09,54,0,12.46,clear sky
541,Dunhua,CN,43.37,128.24,54.61,92,99,4.07,light rain
542,Kralendijk,BQ,12.15,-68.27,83.82,79,59,14.07,broken clouds
543,Pervomayskoye,RU,43.92,46.71,74.59,60,26,5.46,scattered clouds
544,Ambilobe,MG,-13.2,49.05,75.58,60,8,3.44,clear sky
545,Tenenkou,ML,14.46,-4.92,95.88,34,75,7.54,broken clouds
546,Stonewall,CA,50.13,-97.33,50.0,44,75,10.29,broken clouds
547,Baijiantan,CN,45.63,85.18,71.73,22,5,20.09,clear sky
548,Villa Carlos Paz,AR,-31.42,-64.5,73.99,42,0,1.99,clear sky
549,Jacareacanga,BR,-6.22,-57.75,93.2,56,1,4.7,smoke
550,Imeni Poliny Osipenko,RU,52.42,136.49,47.03,94,8,11.99,clear sky
551,Pringsewu,ID,-5.36,104.97,74.68,93,95,2.42,overcast clouds
552,Bah,IN,26.87,78.6,88.48,47,74,3.58,broken clouds
553,Poum,NC,-20.23,164.02,69.19,74,24,9.19,few clouds
554,Gotha,DE,50.95,10.7,80.01,44,20,9.01,few clouds
555,Leh,IN,34.17,77.58,59.2,27,0,4.25,clear sky
556,Makarov,RU,48.63,142.8,55.51,92,100,13.47,overcast clouds
557,Guantanamo,CU,20.14,-75.21,88.54,56,5,3.06,clear sky
558,Kishtwar,IN,33.32,75.77,62.2,61,0,2.93,clear sky
559,Novo Aripuana,BR,-5.12,-60.38,102.65,27,69,4.38,broken clouds
560,Inirida,CO,3.87,-67.92,88.45,55,61,4.92,broken clouds
561,Namtsy,RU,62.72,129.67,41.0,69,0,6.71,clear sky
562,Gort,IE,53.07,-8.82,60.8,63,75,12.75,broken clouds
563,Chingirlau,KZ,51.09,54.08,68.07,29,100,4.5,light rain
564,Collie,AU,-33.37,116.15,59.0,84,100,16.62,overcast clouds
565,Saint-Francois,FR,46.42,3.91,88.0,25,0,2.24,clear sky
566,Ibra,OM,22.69,58.53,90.97,32,0,12.64,clear sky
567,Naryan-Mar,RU,67.67,53.09,51.73,90,93,6.6,overcast clouds
568,Angoche,MZ,-16.23,39.91,73.31,78,0,12.06,clear sky
569,Ixtapa,MX,20.7,-105.2,82.99,88,14,4.0,few clouds
570,Port Lincoln,AU,-34.73,135.87,54.54,79,0,17.02,light rain
571,Teapa,MX,17.55,-92.95,83.23,74,100,2.46,overcast clouds
572,Katangli,RU,51.71,143.23,50.85,95,100,13.65,overcast clouds
573,Sindou,BF,10.67,-5.17,78.91,79,99,4.34,overcast clouds
574,Sibolga,ID,1.74,98.78,77.18,84,100,1.99,overcast clouds
575,Karak,JO,31.17,35.75,100.4,35,31,9.17,haze
576,Lata,PT,40.16,-8.33,90.0,32,16,11.81,few clouds
577,Tarrafal,CV,15.28,-23.77,84.2,79,40,10.29,scattered clouds
578,Letterkenny,IE,54.95,-7.73,59.0,72,20,18.34,few clouds
579,Takoradi,GH,4.88,-1.76,79.07,78,99,12.19,overcast clouds
580,Mabaruma,GY,8.2,-59.78,87.85,71,75,0.36,broken clouds
581,Jiuquan,CN,39.74,98.52,68.72,31,0,7.7,clear sky
582,Kloulklubed,PW,7.04,134.26,83.97,69,100,5.53,light rain
583,Deniliquin,AU,-35.53,144.97,46.0,83,0,1.99,clear sky
584,Devarkonda,IN,16.7,78.93,81.79,73,72,6.89,broken clouds
585,Kangaatsiaq,GL,68.31,-53.46,37.49,67,100,2.48,overcast clouds
586,Bilibino,RU,68.05,166.44,37.76,78,100,4.59,overcast clouds
587,Wad Madani,SD,14.4,33.52,92.57,43,57,5.95,broken clouds
588,Birao,CF,10.28,22.79,81.36,82,29,4.85,light rain
589,Lincoln,US,40.8,-96.67,46.0,93,90,17.22,moderate rain
590,Puerto Parra,CO,6.65,-74.06,78.8,88,40,3.36,scattered clouds
591,Osmanabad,IN,18.17,76.05,80.65,74,100,5.28,light rain
592,Alamosa,US,37.47,-105.87,28.4,92,90,8.39,overcast clouds
593,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,44.6,81,28,6.71,scattered clouds
594,Port-Cartier,CA,50.03,-66.87,53.01,76,75,3.36,broken clouds
595,Isla Mujeres,MX,21.23,-86.73,89.01,62,0,3.0,clear sky
596,Tanout,NE,14.97,8.89,98.2,26,83,14.81,broken clouds
597,Pandan,PH,14.05,124.17,81.61,80,65,3.58,broken clouds
598,Nangong,CN,37.36,115.37,71.22,48,72,5.41,light rain
599,Opuwo,NA,-18.06,13.84,87.19,11,0,13.82,clear sky
600,Agua Verde,MX,22.9,-106.05,84.0,83,0,3.0,clear sky
601,Quelimane,MZ,-17.88,36.89,78.8,61,20,6.93,few clouds
602,Lodja,CD,-3.48,23.43,82.35,62,82,4.9,broken clouds
603,Havre-Saint-Pierre,CA,50.23,-63.6,51.8,76,90,9.17,overcast clouds
604,Hualmay,PE,-11.1,-77.61,65.91,70,53,9.24,broken clouds
605,Abu Dhabi,AE,24.47,54.37,98.6,30,0,5.82,clear sky
606,Upata,VE,8.01,-62.4,84.2,71,6,4.25,clear sky
607,Yaan,NG,7.38,8.57,75.88,86,94,10.51,overcast clouds
608,Boundiali,CI,9.52,-6.49,81.07,76,100,4.97,overcast clouds
609,Bachaquero,VE,9.97,-71.15,86.85,64,78,6.02,broken clouds
610,Obera,AR,-27.49,-55.12,88.41,41,23,5.5,few clouds
611,Lockhart,US,28.62,-81.44,89.01,79,34,4.76,scattered clouds
612,Chavakkad,IN,10.53,76.05,78.8,100,90,4.7,moderate rain
613,Tessalit,ML,20.2,1.01,107.24,8,13,15.64,few clouds
614,Waverley,ZA,-25.7,28.26,82.4,23,0,6.93,clear sky
615,Yorosso,ML,12.35,-4.78,85.93,62,51,5.44,broken clouds
616,Pocking,DE,48.4,13.32,75.0,64,0,1.63,clear sky
617,Shache,CN,38.42,77.24,66.67,31,92,2.51,overcast clouds
618,Kyra,RU,49.58,111.98,55.04,77,100,0.78,overcast clouds
619,Beyneu,KZ,45.32,55.2,72.55,21,68,6.17,broken clouds
620,Sept-Iles,CA,50.2,-66.38,53.01,76,75,3.36,broken clouds
621,Kindu,CD,-2.95,25.95,79.57,71,33,3.22,scattered clouds
622,Vorukh,TJ,39.85,70.58,64.42,28,22,2.95,few clouds
623,Sao Geraldo Do Araguaia,BR,-6.4,-48.55,103.73,19,0,7.72,clear sky
624,Sao Domingos,BR,-13.4,-46.32,93.92,16,0,8.72,clear sky
625,Ojinaga,MX,29.57,-104.42,62.6,67,90,14.99,overcast clouds
626,Alice Springs,AU,-23.7,133.88,68.0,33,0,5.82,clear sky
627,Pacific Grove,US,36.62,-121.92,66.2,72,90,3.38,haze
628,Ginir,ET,7.13,40.7,62.76,77,5,6.58,clear sky
629,Guasdualito,VE,7.24,-70.73,73.4,94,75,3.36,broken clouds
630,Siparia,TT,10.13,-61.5,86.0,74,40,3.36,shower rain
631,Athabasca,CA,54.72,-113.29,57.51,71,90,8.81,overcast clouds
632,Umm Lajj,SA,25.02,37.27,85.37,75,0,2.17,clear sky
633,Bac Lieu,VN,9.29,105.72,80.47,83,100,4.07,overcast clouds
634,Teknaf,BD,20.86,92.31,80.82,85,100,3.56,moderate rain
635,Faya,SA,18.39,42.45,77.0,64,40,14.99,scattered clouds
636,Yeniseysk,RU,58.45,92.17,42.85,94,59,1.34,broken clouds
637,Lorengau,PG,-2.02,147.27,82.47,74,59,6.91,broken clouds
638,Fomboni,KM,-12.28,43.74,77.59,78,44,11.97,scattered clouds
639,Tigil,RU,57.8,158.67,45.07,84,100,9.86,overcast clouds
640,Riyadh,SA,24.69,46.72,104.0,15,0,3.36,clear sky
641,Usinsk,RU,65.99,57.53,59.09,85,100,12.48,overcast clouds
642,Kuldur,RU,49.22,131.63,50.14,85,100,3.02,overcast clouds
643,Cabra,ES,37.47,-4.44,88.0,32,5,7.16,clear sky
644,Skjervoy,NO,70.03,20.97,52.3,71,70,4.81,broken clouds
645,Sydney,AU,-33.87,151.21,57.2,87,75,17.22,light intensity shower rain
646,Storebo,NO,60.09,5.23,53.01,81,100,5.01,overcast clouds
647,Haines Junction,CA,60.75,-137.51,51.48,82,98,1.23,overcast clouds
648,Mastic Beach,US,40.77,-72.85,75.99,73,75,5.82,broken clouds
649,Dzilam Gonzalez,MX,21.28,-88.93,91.09,51,0,3.47,clear sky
650,Luanda,AO,-8.84,13.23,77.0,73,20,9.17,few clouds
651,Medina,SA,24.47,39.61,107.6,5,20,3.36,few clouds
652,Dongkan,CN,34.0,119.83,70.16,80,75,5.06,light rain
653,Hadejia,NG,12.45,10.04,91.27,47,64,4.56,broken clouds
654,Imbituba,BR,-28.24,-48.67,69.8,88,75,10.29,broken clouds
655,Oshawa,CA,43.9,-78.85,61.0,93,90,6.93,overcast clouds
656,Labuhan,ID,-6.88,112.21,80.49,72,0,8.93,clear sky
657,Araouane,ML,18.9,-3.53,107.64,14,40,12.03,scattered clouds
658,Vizinga,RU,61.07,50.1,55.8,71,100,11.43,overcast clouds
659,Waipawa,NZ,-41.41,175.52,53.6,71,67,21.92,broken clouds
660,Hervey Bay,AU,-25.3,152.85,61.0,88,12,3.0,few clouds
661,Coihaique,CL,-45.58,-72.07,46.4,61,75,4.7,broken clouds
662,Dosso,NE,13.05,3.19,94.98,39,52,4.21,broken clouds
663,Novopokrovka,UA,49.84,36.55,73.4,31,56,13.42,broken clouds
664,Ugoofaaru,MV,5.67,73.0,82.56,81,100,17.27,overcast clouds
665,Alekseyevka,RU,50.63,38.69,61.72,61,14,10.04,few clouds
666,Ola,RU,59.58,151.28,42.37,66,1,11.88,clear sky
667,Luganville,VU,-15.53,167.17,72.0,83,76,3.51,broken clouds
668,Itabirito,BR,-20.25,-43.8,84.2,26,77,11.41,broken clouds
669,Bow Island,CA,49.87,-111.37,54.0,87,20,9.17,few clouds
670,Aljezur,PT,37.32,-8.8,78.01,68,35,1.99,scattered clouds
671,Mariental,NA,-24.63,17.97,86.85,12,0,6.91,clear sky
672,Bukama,CD,-9.2,25.85,87.93,17,11,3.89,few clouds
673,Saldanha,ZA,-33.01,17.94,60.19,82,0,17.43,clear sky
674,Khandyga,RU,62.67,135.6,41.43,78,21,1.9,few clouds
675,Vangaindrano,MG,-23.35,47.6,70.41,90,23,8.43,moderate rain
676,Kuantan,MY,3.81,103.33,80.6,78,20,2.24,few clouds
677,Torbat-E Jam,IR,35.24,60.62,66.72,21,0,8.72,clear sky
678,Algiers,DZ,36.75,3.04,80.6,69,40,9.17,scattered clouds
679,Urumqi,CN,43.8,87.6,68.0,45,94,4.47,overcast clouds
680,Bibiani,GH,6.46,-2.32,78.01,92,100,2.77,moderate rain
681,Padova,IT,45.42,11.88,84.99,46,9,1.01,clear sky
682,Samba,IN,32.57,75.12,80.22,55,0,2.95,clear sky
683,Kavaratti,IN,10.57,72.64,81.88,80,99,20.47,overcast clouds
684,Nagato,JP,34.38,131.2,77.0,78,75,3.36,broken clouds
685,Novorudnyy,RU,51.5,58.19,73.4,28,100,15.66,overcast clouds
686,Oranjestad,AW,12.52,-70.03,87.8,62,20,14.99,few clouds
687,Erenhot,CN,43.65,111.98,65.07,45,0,9.66,clear sky
688,Nuevitas,CU,21.55,-77.26,88.0,66,7,7.83,clear sky
689,Shihezi,CN,44.3,86.03,67.3,31,100,3.51,overcast clouds
690,Mazatlan,MX,23.22,-106.42,84.0,94,20,3.36,few clouds
691,Mirador,BR,-6.37,-44.36,99.93,22,0,8.7,clear sky
692,Goderich,CA,43.75,-81.72,63.0,88,89,1.99,overcast clouds
693,Rafai,CF,4.95,23.92,75.24,94,67,2.33,light rain
694,Kaeo,NZ,-35.1,173.78,50.0,3,21,1.99,few clouds
695,Byron Bay,AU,-28.65,153.62,60.01,93,90,2.24,overcast clouds
696,Praia,CV,14.92,-23.51,84.2,79,40,10.29,scattered clouds
697,Aasiaat,GL,68.71,-52.87,35.04,78,99,4.45,overcast clouds
698,Saiha,IN,22.48,92.97,72.21,94,100,1.23,overcast clouds
699,Uglegorsk,RU,49.08,142.03,58.28,95,100,8.7,overcast clouds
700,Saravan,AM,39.72,45.65,89.6,22,20,5.5,few clouds
701,Ciuperceni,RO,43.77,24.95,87.8,38,5,2.24,clear sky
702,Bobo Dioulasso,BF,11.18,-4.3,84.2,74,75,4.7,broken clouds
703,Rivers,CA,50.03,-100.24,41.0,46,40,8.05,scattered clouds
704,Champasak,LA,14.75,106.0,75.38,95,100,1.61,overcast clouds
705,Neverkino,RU,52.79,46.74,53.2,83,99,8.16,light rain
706,Yar-Sale,RU,66.83,70.83,48.52,94,69,8.19,broken clouds
707,Altamira,BR,-3.2,-52.21,89.6,59,75,8.05,broken clouds
